area_code,year,waste_separate_collection_pct
IT,2004,22.7
IT,2005,24.2
IT,2006,25.8
IT,2007,27.5
IT,2008,30.6
IT,2009,33.6
IT,2010,35.3
IT,2011,37.7
IT,2012,40.0
IT,2013,42.3
IT,2014,45.2
IT,2015,47.5
IT,2016,52.6
IT,2017,55.5
IT,2018,58.2
IT,2019,61.3
IT,2020,63.0
IT,2021,64.0
IT,2022,65.2
IT,2023,66.6
IT108,2010,56.9
IT108,2011,58.8
IT108,2012,59.8
IT108,2013,59.1
IT108,2014,60.1
IT108,2015,62.0
IT108,2016,71.1
IT108,2017,74.0
IT108,2018,75.6
IT108,2019,78.0
IT108,2020,79.2
IT108,2022,79.4
IT108,2023,79.9
IT109,2010,32.7
IT109,2011,35.0
IT109,2012,41.6
IT109,2013,47.4
IT109,2014,54.2
IT109,2015,54.9
IT109,2016,57.9
IT109,2017,56.2
IT109,2018,63.3
IT109,2020,69.7
IT109,2022,70.5
IT109,2023,70.8
IT110,2010,15.4
IT110,2011,16.4
IT110,2012,19.8
IT110,2013,34.7
IT110,2014,41.1
IT110,2015,50.2
IT110,2016,50.4
IT110,2017,50.2
IT110,2019,55.2
IT110,2020,59.8
IT110,2021,65.5
IT110,2022,64.7
IT110,2023,66.4
IT111,2017,70.9
IT111,2018,73.6
IT111,2020,77.9
IT111,2022,78.6
IT111,2023,79.4
ITC,2004,35.7
ITC,2005,37.6
ITC,2006,39.5
ITC,2007,41.5
ITC,2008,43.9
ITC,2009,45.5
ITC,2010,46.3
ITC,2011,47.7
ITC,2012,49.6
ITC,2013,51.0
ITC,2014,53.1
ITC,2015,55.2
ITC,2016,62.3
ITC,2017,64.5
ITC,2018,65.8
ITC,2019,67.6
ITC,2020,68.7
ITC,2021,69.1
ITC,2022,69.7
ITC,2023,70.6
ITC1,2004,32.8
ITC1,2005,37.2
ITC1,2006,40.8
ITC1,2008,48.6
ITC1,2010,50.7
ITC1,2011,51.4
ITC1,2012,53.3
ITC1,2013,54.6
ITC1,2014,54.3
ITC1,2015,55.1
ITC1,2016,56.6
ITC1,2017,59.3
ITC1,2019,63.2
ITC1,2020,64.3
ITC1,2021,65.8
ITC1,2022,67.0
ITC1,2023,67.9
ITC11,2004,31.1
ITC11,2005,36.4
ITC11,2006,41.1
ITC11,2007,45.9
ITC11,2008,49.3
ITC11,2009,49.9
ITC11,2010,50.0
ITC11,2011,50.3
ITC11,2012,51.0
ITC11,2013,51.9
ITC11,2014,50.5
ITC11,2015,51.4
ITC11,2016,52.7
ITC11,2017,55.0
ITC11,2018,56.9
ITC11,2020,59.3
ITC11,2021,61.3
ITC11,2022,62.0
ITC11,2023,64.1
ITC12,2004,21.7
ITC12,2005,23.0
ITC12,2006,23.5
ITC12,2007,25.5
ITC12,2008,26.5
ITC12,2010,31.0
ITC12,2011,39.7
ITC12,2012,53.9
ITC12,2013,65.6
ITC12,2014,63.7
ITC12,2015,62.2
ITC12,2016,63.9
ITC12,2017,64.3
ITC12,2018,64.6
ITC12,2019,66.7
ITC12,2020,68.0
ITC12,2022,70.9
ITC12,2023,70.1
ITC13,2004,32.6
ITC13,2005,31.8
ITC13,2006,31.9
ITC13,2007,35.6
ITC13,2008,41.8
ITC13,2009,50.8
ITC13,2010,52.9
ITC13,2011,51.0
ITC13,2012,48.2
ITC13,2013,49.7
ITC13,2014,54.8
ITC13,2015,56.5
ITC13,2016,61.4
ITC13,2017,65.2
ITC13,2018,67.5
ITC13,2020,67.4
ITC13,2021,70.7
ITC13,2022,70.6
ITC13,2023,72.7
ITC14,2004,46.8
ITC14,2005,47.8
ITC14,2006,51.7
ITC14,2007,55.5
ITC14,2008,58.4
ITC14,2010,62.6
ITC14,2011,64.2
ITC14,2012,65.6
ITC14,2013,68.3
ITC14,2014,68.4
ITC14,2015,66.0
ITC14,2016,66.9
ITC14,2017,69.0
ITC14,2018,70.0
ITC14,2020,72.7
ITC14,2022,74.1
ITC14,2023,73.7
ITC15,2004,49.4
ITC15,2005,56.4
ITC15,2006,61.0
ITC15,2007,61.1
ITC15,2008,63.4
ITC15,2009,63.2
ITC15,2010,63.1
ITC15,2011,62.7
ITC15,2012,64.8
ITC15,2013,67.9
ITC15,2014,63.1
ITC15,2015,65.3
ITC15,2016,67.9
ITC15,2017,70.4
ITC15,2018,75.7
ITC15,2019,78.7
ITC15,2020,79.4
ITC15,2022,81.4
ITC15,2023,80.4
ITC16,2004,33.3
ITC16,2005,37.8
ITC16,2006,37.8
ITC16,2007,40.9
ITC16,2008,43.3
ITC16,2009,45.9
ITC16,2010,48.4
ITC16,2011,49.5
ITC16,2012,51.9
ITC16,2013,52.4
ITC16,2014,55.3
ITC16,2015,59.3
ITC16,2016,60.7
ITC16,2017,64.8
ITC16,2018,67.1
ITC16,2019,69.9
ITC16,2020,70.7
ITC16,2022,71.6
ITC16,2023,71.6
ITC17,2004,36.3
ITC17,2005,44.3
ITC17,2006,51.0
ITC17,2007,50.7
ITC17,2008,56.0
ITC17,2009,56.9
ITC17,2010,57.4
ITC17,2011,60.2
ITC17,2012,69.0
ITC17,2013,65.0
ITC17,2014,67.8
ITC17,2015,64.9
ITC17,2016,64.9
ITC17,2017,69.8
ITC17,2018,70.6
ITC17,2020,69.8
ITC17,2022,69.7
ITC17,2023,68.9
ITC18,2004,27.8
ITC18,2005,28.8
ITC18,2006,32.0
ITC18,2007,37.3
ITC18,2008,45.3
ITC18,2009,47.5
ITC18,2010,48.2
ITC18,2011,47.7
ITC18,2012,48.3
ITC18,2013,47.8
ITC18,2014,50.4
ITC18,2015,49.1
ITC18,2016,49.5
ITC18,2017,51.4
ITC18,2018,53.3
ITC18,2019,57.4
ITC18,2020,59.2
ITC18,2022,65.6
ITC18,2023,66.1
ITC2,2004,25.6
ITC2,2005,28.4
ITC2,2006,31.3
ITC2,2008,38.6
ITC2,2010,40.1
ITC2,2011,41.9
ITC2,2012,44.8
ITC2,2013,44.8
ITC2,2014,42.9
ITC2,2015,47.8
ITC2,2016,55.6
ITC2,2017,61.1
ITC2,2019,64.5
ITC2,2020,64.5
ITC2,2021,64.0
ITC2,2022,66.1
ITC2,2023,69.4
ITC20,2004,25.6
ITC20,2005,28.4
ITC20,2006,31.3
ITC20,2007,36.1
ITC20,2008,38.6
ITC20,2010,40.1
ITC20,2011,41.9
ITC20,2012,44.8
ITC20,2013,44.8
ITC20,2014,42.9
ITC20,2015,47.8
ITC20,2016,55.6
ITC20,2017,61.1
ITC20,2018,62.3
ITC20,2019,64.5
ITC20,2020,64.5
ITC20,2021,64.0
ITC20,2022,66.1
ITC20,2023,69.4
ITC3,2004,16.6
ITC3,2005,15.7
ITC3,2006,16.7
ITC3,2008,21.8
ITC3,2010,25.6
ITC3,2011,28.6
ITC3,2012,30.9
ITC3,2013,31.5
ITC3,2014,34.3
ITC3,2015,37.8
ITC3,2016,43.7
ITC3,2017,48.8
ITC3,2019,53.4
ITC3,2020,53.4
ITC3,2021,55.2
ITC3,2022,57.5
ITC3,2023,58.3
ITC31,2004,17.9
ITC31,2005,13.0
ITC31,2006,15.0
ITC31,2007,17.7
ITC31,2008,19.6
ITC31,2009,21.2
ITC31,2010,22.5
ITC31,2011,26.4
ITC31,2012,25.9
ITC31,2013,26.7
ITC31,2014,33.1
ITC31,2015,34.5
ITC31,2016,38.3
ITC31,2017,44.1
ITC31,2018,46.2
ITC31,2020,54.0
ITC31,2022,54.8
ITC31,2023,55.3
ITC32,2004,16.7
ITC32,2005,15.9
ITC32,2006,20.8
ITC32,2007,21.7
ITC32,2008,24.8
ITC32,2009,28.7
ITC32,2010,27.9
ITC32,2011,31.3
ITC32,2012,33.4
ITC32,2013,34.8
ITC32,2014,37.4
ITC32,2015,41.6
ITC32,2016,49.7
ITC32,2017,58.4
ITC32,2018,60.0
ITC32,2019,61.4
ITC32,2020,61.0
ITC32,2022,62.8
ITC32,2023,61.7
ITC33,2004,14.9
ITC33,2005,14.8
ITC33,2006,14.2
ITC33,2007,17.5
ITC33,2008,20.8
ITC33,2010,25.6
ITC33,2011,28.7
ITC33,2012,31.7
ITC33,2013,32.6
ITC33,2014,34.3
ITC33,2015,37.6
ITC33,2016,40.1
ITC33,2017,41.8
ITC33,2019,44.6
ITC33,2020,45.0
ITC33,2022,51.4
ITC33,2023,52.8
ITC34,2004,21.4
ITC34,2005,21.5
ITC34,2006,21.3
ITC34,2007,21.4
ITC34,2008,23.4
ITC34,2010,25.5
ITC34,2011,26.8
ITC34,2012,29.7
ITC34,2013,27.8
ITC34,2014,31.5
ITC34,2015,36.8
ITC34,2016,54.7
ITC34,2017,67.1
ITC34,2020,74.2
ITC34,2022,75.2
ITC34,2023,76.2
ITC4,2004,40.9
ITC4,2005,42.5
ITC4,2006,43.6
ITC4,2008,46.2
ITC4,2010,48.5
ITC4,2011,49.9
ITC4,2012,51.8
ITC4,2013,53.3
ITC4,2014,56.3
ITC4,2015,58.7
ITC4,2016,68.1
ITC4,2017,69.6
ITC4,2019,72.0
ITC4,2020,73.3
ITC4,2021,73.0
ITC4,2022,73.2
ITC4,2023,73.9
ITC41,2004,47.8
ITC41,2005,51.1
ITC41,2006,53.8
ITC41,2007,55.5
ITC41,2008,57.7
ITC41,2009,58.6
ITC41,2010,59.1
ITC41,2011,60.3
ITC41,2012,62.4
ITC41,2013,62.5
ITC41,2014,63.9
ITC41,2015,65.5
ITC41,2016,74.6
ITC41,2017,75.2
ITC41,2018,75.9
ITC41,2020,78.0
ITC41,2022,77.2
ITC41,2023,78.1
ITC42,2004,37.3
ITC42,2005,39.9
ITC42,2006,43.2
ITC42,2007,44.7
ITC42,2008,46.6
ITC42,2010,47.5
ITC42,2011,49.1
ITC42,2012,50.9
ITC42,2013,50.0
ITC42,2014,54.1
ITC42,2015,57.6
ITC42,2016,65.0
ITC42,2017,66.4
ITC42,2018,66.5
ITC42,2019,68.6
ITC42,2020,70.1
ITC42,2022,70.2
ITC42,2023,71.2
ITC43,2004,52.5
ITC43,2005,54.3
ITC43,2006,52.0
ITC43,2007,52.1
ITC43,2008,53.4
ITC43,2010,56.3
ITC43,2011,57.2
ITC43,2012,57.8
ITC43,2013,57.9
ITC43,2014,58.5
ITC43,2015,60.5
ITC43,2016,70.4
ITC43,2017,70.0
ITC43,2018,70.8
ITC43,2019,71.1
ITC43,2020,71.7
ITC43,2021,73.4
ITC43,2022,77.2
ITC43,2023,78.6
ITC44,2004,36.1
ITC44,2005,38.7
ITC44,2006,40.2
ITC44,2007,41.6
ITC44,2008,43.4
ITC44,2009,44.6
ITC44,2010,44.2
ITC44,2011,45.8
ITC44,2012,45.2
ITC44,2013,43.1
ITC44,2014,44.9
ITC44,2015,46.8
ITC44,2016,54.9
ITC44,2017,55.0
ITC44,2018,55.8
ITC44,2019,56.2
ITC44,2020,57.2
ITC44,2022,56.8
ITC44,2023,55.8
ITC45,2004,42.2
ITC45,2005,43.4
ITC45,2006,44.6
ITC45,2007,44.8
ITC45,2008,45.8
ITC45,2009,47.5
ITC45,2010,45.6
ITC45,2011,46.4
ITC45,2012,47.9
ITC45,2013,50.4
ITC45,2014,54.2
ITC45,2015,56.2
ITC45,2016,64.3
ITC45,2017,65.0
ITC45,2018,65.8
ITC45,2019,67.4
ITC45,2020,68.9
ITC45,2022,68.3
ITC45,2023,68.7
ITC46,2004,49.2
ITC46,2005,49.2
ITC46,2006,49.8
ITC46,2007,52.8
ITC46,2008,53.9
ITC46,2009,53.9
ITC46,2010,54.5
ITC46,2011,55.7
ITC46,2012,57.7
ITC46,2014,60.2
ITC46,2015,60.9
ITC46,2016,72.6
ITC46,2017,74.0
ITC46,2018,75.3
ITC46,2020,77.4
ITC46,2022,79.4
ITC46,2023,80.5
ITC47,2004,31.6
ITC47,2005,33.2
ITC47,2006,34.2
ITC47,2007,35.6
ITC47,2008,39.1
ITC47,2009,40.8
ITC47,2010,42.7
ITC47,2011,44.5
ITC47,2012,46.1
ITC47,2014,53.6
ITC47,2015,58.1
ITC47,2016,69.5
ITC47,2017,74.1
ITC47,2018,76.4
ITC47,2020,77.3
ITC47,2021,76.6
ITC47,2022,76.2
ITC47,2023,77.2
ITC48,2004,23.8
ITC48,2005,24.9
ITC48,2006,24.8
ITC48,2007,25.6
ITC48,2008,26.6
ITC48,2009,28.4
ITC48,2010,29.0
ITC48,2011,31.0
ITC48,2012,33.6
ITC48,2013,34.7
ITC48,2014,37.6
ITC48,2015,39.7
ITC48,2016,48.3
ITC48,2017,50.2
ITC48,2018,51.5
ITC48,2019,54.8
ITC48,2020,58.1
ITC48,2022,58.5
ITC48,2023,59.9
ITC49,2004,48.1
ITC49,2005,48.9
ITC49,2006,50.3
ITC49,2007,48.6
ITC49,2008,51.5
ITC49,2009,54.6
ITC49,2010,55.8
ITC49,2011,55.4
ITC49,2012,57.1
ITC49,2013,58.5
ITC49,2014,57.9
ITC49,2015,59.3
ITC49,2016,72.5
ITC49,2017,74.5
ITC49,2018,74.3
ITC49,2019,75.1
ITC49,2020,75.5
ITC49,2021,75.2
ITC49,2022,75.6
ITC49,2023,74.8
ITC4A,2004,52.0
ITC4A,2005,53.9
ITC4A,2006,54.9
ITC4A,2007,55.0
ITC4A,2008,56.1
ITC4A,2009,59.1
ITC4A,2010,59.3
ITC4A,2011,60.7
ITC4A,2012,61.1
ITC4A,2014,63.2
ITC4A,2015,65.3
ITC4A,2016,77.9
ITC4A,2017,78.3
ITC4A,2018,78.3
ITC4A,2020,78.7
ITC4A,2022,78.5
ITC4A,2023,78.0
ITC4B,2004,36.8
ITC4B,2005,40.3
ITC4B,2006,41.7
ITC4B,2007,43.8
ITC4B,2008,46.1
ITC4B,2009,48.8
ITC4B,2010,52.4
ITC4B,2011,58.3
ITC4B,2012,65.4
ITC4B,2013,69.7
ITC4B,2014,76.5
ITC4B,2015,79.9
ITC4B,2016,86.5
ITC4B,2017,86.6
ITC4B,2018,87.2
ITC4B,2019,86.8
ITC4B,2020,87.1
ITC4B,2022,86.0
ITC4B,2023,87.0
ITCD,2004,35.5
ITCD,2005,38.1
ITCD,2006,39.9
ITCD,2007,42.4
ITCD,2008,45.5
ITCD,2009,48.0
ITCD,2010,49.1
ITCD,2011,51.1
ITCD,2012,52.7
ITCD,2013,54.4
ITCD,2014,56.7
ITCD,2015,58.6
ITCD,2016,64.2
ITCD,2017,66.2
ITCD,2018,67.7
ITCD,2019,69.6
ITCD,2020,70.8
ITCD,2021,71.0
ITCD,2022,71.8
ITCD,2023,73.4
ITD,2004,35.2
ITD,2005,38.3
ITD,2006,40.4
ITD,2007,43.7
ITD,2008,47.6
ITD,2009,51.4
ITD,2010,52.7
ITD,2011,55.3
ITD,2012,56.7
ITD,2013,58.7
ITD,2014,61.1
ITD,2015,62.9
ITD,2016,66.6
ITD,2017,68.3
ITD,2018,70.0
ITD,2019,72.0
ITD,2020,73.3
ITD,2021,73.3
ITD,2022,74.3
ITD,2023,76.7
ITD10,2004,40.5
ITD10,2005,43.7
ITD10,2006,46.3
ITD10,2007,50.2
ITD10,2008,53.8
ITD10,2009,54.5
ITD10,2010,54.5
ITD10,2011,58.6
ITD10,2012,57.8
ITD10,2013,60.0
ITD10,2014,62.6
ITD10,2015,62.7
ITD10,2016,66.4
ITD10,2017,68.5
ITD10,2018,69.3
ITD10,2020,69.2
ITD10,2022,68.7
ITD10,2023,69.3
ITD20,2004,35.9
ITD20,2005,44.6
ITD20,2006,51.4
ITD20,2007,56.1
ITD20,2008,59.4
ITD20,2009,60.6
ITD20,2010,60.9
ITD20,2011,62.3
ITD20,2012,66.5
ITD20,2013,68.9
ITD20,2014,71.3
ITD20,2015,72.0
ITD20,2016,74.3
ITD20,2017,74.6
ITD20,2018,75.5
ITD20,2020,76.7
ITD20,2022,80.5
ITD20,2023,81.2
ITD3,2004,43.9
ITD3,2005,47.7
ITD3,2006,48.7
ITD3,2008,52.9
ITD3,2009,57.5
ITD3,2010,58.7
ITD3,2011,61.2
ITD3,2012,62.6
ITD3,2013,64.6
ITD3,2014,67.6
ITD3,2015,68.8
ITD3,2016,72.9
ITD3,2017,73.7
ITD3,2019,74.7
ITD3,2020,76.1
ITD3,2021,76.2
ITD3,2022,76.2
ITD3,2023,77.7
ITD31,2004,39.2
ITD31,2005,44.0
ITD31,2006,44.6
ITD31,2007,48.6
ITD31,2008,48.8
ITD31,2010,59.0
ITD31,2011,62.6
ITD31,2012,64.7
ITD31,2013,64.0
ITD31,2014,66.4
ITD31,2015,66.6
ITD31,2016,71.2
ITD31,2017,70.7
ITD31,2019,70.7
ITD31,2020,72.0
ITD31,2022,71.8
ITD31,2023,72.4
ITD32,2004,52.4
ITD32,2005,52.8
ITD32,2006,52.9
ITD32,2007,55.1
ITD32,2008,56.2
ITD32,2010,58.8
ITD32,2011,61.6
ITD32,2012,64.1
