area_code,year,enrolled_students,graduates,completion_rate
ITG26,2024,9069,1460.0,16.098798103429264
ITG27,2015,24577,4858.0,19.76644830532612
ITG27,2016,24236,4953.0,20.436540683281066
ITG27,2017,24393,5063.0,20.755954577132783
ITG27,2018,24676,4999.0,20.258550818609177
ITG27,2019,24805,5433.0,21.90284216891756
ITG27,2020,22052,3576.0,16.216216216216218
ITG27,2021,22418,3619.0,16.143277723258095
ITG27,2022,22040,3561.0,16.156987295825772
ITG27,2023,21592,3430.0,15.885513153019637
ITG27,2024,21557,3277.0,15.201558658440414
ITG28,2015,6952,1045.0,15.031645569620252
ITG28,2016,6931,1041.0,15.019477708844322
ITG28,2017,6883,1029.0,14.949876507336917
ITG28,2018,6735,1031.0,15.308092056421676
ITG28,2019,6606,1094.0,16.560702391765062
ITG28,2020,6540,1207.0,18.455657492354742
ITG28,2021,6444,1048.0,16.26319056486654
ITG28,2022,6393,1020.0,15.954950727358048
ITG28,2023,6194,1031.0,16.645140458508234
ITG28,2024,6062,1005.0,16.57868690201254
