area_code,year,green_urban_space_per_capita
110002,2015,2.3
110002,2016,3.5
110002,2016,2.3
110002,2017,3.5
110002,2017,2.3
110002,2018,3.4
110002,2018,2.3
110002,2019,3.6
110002,2019,2.5
110002,2020,3.7
110002,2020,2.6
110002,2021,3.7
110002,2021,2.5
110002,2022,3.8
110002,2022,2.7
110002,2023,3.9
110002,2023,2.7
110009,2011,5.0
110009,2011,4.7
110009,2012,5.0
110009,2012,4.7
110009,2013,5.0
110009,2013,4.7
110009,2014,5.0
110009,2014,4.7
110009,2015,5.0
110009,2015,4.7
110009,2016,5.0
110009,2016,4.7
110009,2017,5.1
110009,2017,4.8
110009,2018,5.1
110009,2018,4.8
110009,2019,5.1
110009,2019,4.8
110009,2020,5.1
110009,2020,4.8
110009,2021,5.2
110009,2021,5.0
110009,2022,5.4
110009,2022,5.1
110009,2023,5.4
110009,2023,5.1
111009,2017,86.0
111009,2017,14.6
111009,2018,87.2
111009,2018,14.8
111009,2019,88.3
111009,2019,15.0
111009,2020,89.4
111009,2020,15.5
111009,2021,89.9
111009,2021,15.2
111009,2022,90.5
111009,2022,15.3
111009,2023,91.5
111009,2023,15.5
IT,2011,31.9
IT,2011,18.1
IT,2012,31.9
IT,2012,17.8
IT,2013,31.2
IT,2013,18.2
IT,2014,31.8
IT,2014,18.0
IT,2015,31.9
IT,2015,18.0
IT,2016,32.0
IT,2016,18.0
IT,2017,32.0
IT,2017,18.5
IT,2018,31.6
IT,2018,18.1
IT,2019,32.2
IT,2019,18.2
IT,2020,32.5
IT,2020,18.9
IT,2021,32.9
IT,2021,18.7
IT,2022,33.2
IT,2022,18.8
IT,2023,33.3
IT,2023,18.9
ITC,2011,25.2
ITC,2011,18.8
ITC,2012,25.1
ITC,2012,18.2
ITC,2013,24.9
ITC,2013,18.8
ITC,2014,25.1
ITC,2014,18.4
ITC,2015,25.3
ITC,2015,18.4
ITC,2016,25.4
ITC,2016,18.5
ITC,2017,25.5
ITC,2017,19.3
ITC,2018,25.3
ITC,2018,18.6
ITC,2019,25.6
ITC,2019,18.6
ITC,2020,25.8
ITC,2020,19.6
ITC,2021,26.2
ITC,2021,19.1
ITC,2022,26.5
ITC,2022,19.4
ITC,2023,26.6
ITC,2023,19.4
ITCD,2011,41.0
ITCD,2011,23.2
ITCD,2012,40.9
ITCD,2012,22.5
ITCD,2013,39.7
ITCD,2013,23.1
ITCD,2014,40.9
ITCD,2014,22.7
ITCD,2015,41.0
ITCD,2015,22.7
ITCD,2016,41.1
ITCD,2016,22.8
ITCD,2017,41.1
ITCD,2017,23.7
ITCD,2018,40.3
ITCD,2018,22.9
ITCD,2019,41.2
ITCD,2019,22.9
ITCD,2020,41.5
ITCD,2020,24.0
ITCD,2021,42.0
ITCD,2021,23.4
ITCD,2022,42.4
ITCD,2022,23.6
ITCD,2023,42.4
ITCD,2023,23.6
ITD,2011,62.5
ITD,2011,29.1
ITD,2012,62.4
ITD,2012,28.3
ITD,2013,59.9
ITD,2013,29.1
ITD,2014,62.4
ITD,2014,28.6
ITD,2015,62.6
ITD,2015,28.6
ITD,2016,62.5
ITD,2016,28.6
ITD,2017,62.5
ITD,2017,29.6
ITD,2018,60.7
ITD,2018,28.7
ITD,2019,62.4
ITD,2019,28.7
ITD,2020,62.8
ITD,2020,30.0
ITD,2021,63.5
ITD,2021,29.2
ITD,2022,63.9
ITD,2022,29.4
ITD,2023,64.0
ITD,2023,29.4
ITE,2011,27.3
ITE,2011,18.3
ITE,2012,27.2
ITE,2012,18.3
ITE,2013,26.7
ITE,2013,18.2
ITE,2014,26.9
ITE,2014,18.0
ITE,2015,26.8
ITE,2015,18.0
ITE,2016,26.8
ITE,2016,18.0
ITE,2017,26.8
ITE,2017,18.1
ITE,2018,26.6
ITE,2018,18.1
ITE,2019,27.1
ITE,2019,18.3
ITE,2020,27.3
ITE,2020,18.6
ITE,2021,27.6
ITE,2021,18.7
ITE,2022,27.8
ITE,2022,18.8
ITE,2023,27.9
ITE,2023,18.9
ITF,2011,25.6
ITF,2011,11.3
ITF,2012,25.7
ITF,2012,11.2
ITF,2013,25.6
ITF,2013,11.4
ITF,2014,25.8
ITF,2014,11.4
ITF,2015,25.9
ITF,2015,11.4
ITF,2016,26.1
ITF,2016,11.5
ITF,2017,26.2
ITF,2017,11.6
ITF,2018,26.1
ITF,2018,11.6
ITF,2019,26.5
ITF,2019,11.7
ITF,2020,26.8
ITF,2020,12.0
ITF,2021,27.2
ITF,2021,12.0
ITF,2022,27.3
ITF,2022,12.1
ITF,2023,27.5
ITF,2023,12.2
ITFG,2011,23.2
ITFG,2011,10.8
ITFG,2012,23.3
ITFG,2012,10.9
ITFG,2013,23.3
ITFG,2013,11.0
ITFG,2014,23.4
ITFG,2014,11.1
ITFG,2015,23.5
ITFG,2015,11.1
ITFG,2016,23.6
ITFG,2016,11.1
ITFG,2017,23.7
ITFG,2017,11.3
ITFG,2018,23.8
ITFG,2018,11.2
ITFG,2019,24.0
ITFG,2019,11.4
ITFG,2020,24.3
ITFG,2020,11.6
ITFG,2021,24.6
ITFG,2021,11.7
ITFG,2022,24.8
ITFG,2022,11.8
ITFG,2023,25.0
ITFG,2023,11.9
ITG,2011,19.1
ITG,2011,10.1
ITG,2012,19.3
ITG,2012,10.3
ITG,2013,19.3
ITG,2013,10.4
ITG,2014,19.4
ITG,2014,10.5
ITG,2015,19.5
ITG,2015,10.5
ITG,2016,19.5
ITG,2016,10.5
ITG,2017,19.6
ITG,2017,10.6
ITG,2018,19.8
ITG,2018,10.6
ITG,2019,19.9
ITG,2019,10.7
ITG,2020,20.1
ITG,2020,10.9
ITG,2021,20.4
ITG,2021,11.0
ITG,2022,20.5
ITG,2022,11.1
ITG,2023,20.8
ITG,2023,11.3
IT_C_M,2011,18.7
IT_C_M,2011,15.0
IT_C_M,2012,18.8
IT_C_M,2012,14.8
IT_C_M,2013,18.5
IT_C_M,2013,15.0
IT_C_M,2014,18.8
IT_C_M,2014,14.9
IT_C_M,2015,18.8
IT_C_M,2015,14.9
IT_C_M,2016,18.9
IT_C_M,2016,15.0
IT_C_M,2017,19.0
IT_C_M,2017,15.3
IT_C_M,2018,18.8
IT_C_M,2018,15.1
IT_C_M,2019,19.2
IT_C_M,2019,15.3
IT_C_M,2020,19.4
IT_C_M,2020,15.7
IT_C_M,2021,19.7
IT_C_M,2021,15.7
IT_C_M,2022,20.0
IT_C_M,2022,15.9
IT_C_M,2023,20.1
IT_C_M,2023,15.9
IT_C_P,2011,46.4
IT_C_P,2011,21.6
IT_C_P,2012,46.3
IT_C_P,2012,21.2
IT_C_P,2013,45.3
IT_C_P,2013,21.7
IT_C_P,2014,46.4
IT_C_P,2014,21.3
IT_C_P,2015,46.5
IT_C_P,2015,21.3
IT_C_P,2016,46.6
IT_C_P,2016,21.4
IT_C_P,2017,46.6
IT_C_P,2017,22.0
IT_C_P,2018,46.0
IT_C_P,2018,21.5
IT_C_P,2019,46.8
IT_C_P,2019,21.6
IT_C_P,2020,47.1
IT_C_P,2020,22.4
IT_C_P,2021,47.7
IT_C_P,2021,22.0
IT_C_P,2022,47.9
IT_C_P,2022,22.1
IT_C_P,2023,48.1
IT_C_P,2023,22.2
