area_code,school_level,year,enrollment_count,enrollment_total
ITD53,LOW,2016,15801,64208
ITD53,PRI,2016,26813,64208
ITD53,UPP,2016,21594,64208
ITD53,LOW,2017,15755,64415
ITD53,PRI,2017,26888,64415
ITD53,UPP,2017,21772,64415
ITD53,LOW,2018,15860,64301
ITD53,PRI,2018,26646,64301
ITD53,UPP,2018,21795,64301
ITD53,LOW,2019,15997,64332
ITD53,PRI,2019,26289,64332
ITD53,UPP,2019,22046,64332
ITD53,LOW,2020,16216,64284
ITD53,PRI,2020,25827,64284
ITD53,UPP,2020,22241,64284
ITD53,LOW,2021,16283,64114
ITD53,PRI,2021,25078,64114
ITD53,UPP,2021,22753,64114
ITD53,LOW,2022,16266,63633
ITD53,PRI,2022,24396,63633
ITD53,UPP,2022,22971,63633
ITD53,LOW,2023,16054,62970
ITD53,PRI,2023,23878,62970
ITD53,UPP,2023,23038,62970
ITD53,LOW,2024,15881,62347
ITD53,PRI,2024,23206,62347
ITD53,UPP,2024,23260,62347
ITD54,LOW,2015,19638,84857
ITD54,PRI,2015,33314,84857
ITD54,UPP,2015,31905,84857
ITD54,LOW,2016,19680,86089
ITD54,PRI,2016,33572,86089
ITD54,UPP,2016,32837,86089
ITD54,LOW,2017,19751,87136
ITD54,PRI,2017,33882,87136
ITD54,UPP,2017,33503,87136
ITD54,LOW,2018,20091,87955
ITD54,PRI,2018,33830,87955
ITD54,UPP,2018,34034,87955
ITD54,LOW,2019,20413,88694
ITD54,PRI,2019,33648,88694
ITD54,UPP,2019,34633,88694
ITD54,LOW,2020,20809,88657
ITD54,PRI,2020,33046,88657
ITD54,UPP,2020,34802,88657
ITD54,LOW,2021,20852,88591
ITD54,PRI,2021,32111,88591
ITD54,UPP,2021,35628,88591
ITD54,LOW,2022,20920,88081
ITD54,PRI,2022,31276,88081
ITD54,UPP,2022,35885,88081
ITD54,LOW,2023,20872,87718
ITD54,PRI,2023,30849,87718
ITD54,UPP,2023,35997,87718
ITD54,LOW,2024,20668,86803
ITD54,PRI,2024,30041,86803
ITD54,UPP,2024,36094,86803
ITD55,LOW,2015,25878,106570
ITD55,PRI,2015,44073,106570
ITD55,UPP,2015,36619,106570
ITD55,LOW,2016,26030,108139
ITD55,PRI,2016,44645,108139
ITD55,UPP,2016,37464,108139
ITD55,LOW,2017,26233,109133
ITD55,PRI,2017,44735,109133
ITD55,UPP,2017,38165,109133
ITD55,LOW,2018,26850,110130
ITD55,PRI,2018,44390,110130
ITD55,UPP,2018,38890,110130
ITD55,LOW,2019,27244,110912
ITD55,PRI,2019,44094,110912
ITD55,UPP,2019,39574,110912
ITD55,LOW,2020,27442,111274
ITD55,PRI,2020,43748,111274
ITD55,UPP,2020,40084,111274
ITD55,LOW,2021,27470,111586
ITD55,PRI,2021,42683,111586
ITD55,UPP,2021,41433,111586
ITD55,LOW,2022,27160,110993
ITD55,PRI,2022,42077,110993
ITD55,UPP,2022,41756,110993
ITD55,LOW,2023,27119,110597
ITD55,PRI,2023,41765,110597
ITD55,UPP,2023,41713,110597
ITD55,LOW,2024,26612,109644
ITD55,PRI,2024,40837,109644
ITD55,UPP,2024,42195,109644
ITD56,LOW,2015,7941,36008
ITD56,PRI,2015,13601,36008
ITD56,UPP,2015,14466,36008
ITD56,LOW,2016,8110,36159
ITD56,PRI,2016,13695,36159
ITD56,UPP,2016,14354,36159
ITD56,LOW,2017,8286,36542
ITD56,PRI,2017,13707,36542
ITD56,UPP,2017,14549,36542
ITD56,LOW,2018,8294,36464
ITD56,PRI,2018,13611,36464
ITD56,UPP,2018,14559,36464
ITD56,LOW,2019,8322,36489
ITD56,PRI,2019,13513,36489
ITD56,UPP,2019,14654,36489
ITD56,LOW,2020,8469,36451
ITD56,PRI,2020,13153,36451
ITD56,UPP,2020,14829,36451
ITD56,LOW,2021,8471,36464
ITD56,PRI,2021,12705,36464
ITD56,UPP,2021,15288,36464
ITD56,LOW,2022,8664,36419
ITD56,PRI,2022,12324,36419
ITD56,UPP,2022,15431,36419
ITD56,LOW,2023,8622,36518
ITD56,PRI,2023,12148,36518
ITD56,UPP,2023,15748,36518
ITD56,LOW,2024,8448,36334
ITD56,PRI,2024,11885,36334
ITD56,UPP,2024,16001,36334
ITD57,LOW,2015,10260,42293
ITD57,PRI,2015,17230,42293
ITD57,UPP,2015,14803,42293
ITD57,LOW,2016,10310,42742
ITD57,PRI,2016,17528,42742
ITD57,UPP,2016,14904,42742
ITD57,LOW,2017,10376,43128
ITD57,PRI,2017,17589,43128
ITD57,UPP,2017,15163,43128
ITD57,LOW,2018,10519,43338
ITD57,PRI,2018,17399,43338
ITD57,UPP,2018,15420,43338
ITD57,LOW,2019,10752,43507
ITD57,PRI,2019,17225,43507
ITD57,UPP,2019,15530,43507
ITD57,LOW,2020,10968,43331
ITD57,PRI,2020,16834,43331
ITD57,UPP,2020,15529,43331
ITD57,LOW,2021,10987,43493
ITD57,PRI,2021,16378,43493
ITD57,UPP,2021,16128,43493
ITD57,LOW,2022,10911,43202
ITD57,PRI,2022,15906,43202
ITD57,UPP,2022,16385,43202
ITD57,LOW,2023,10774,42910
ITD57,PRI,2023,15636,42910
ITD57,UPP,2023,16500,42910
ITD57,LOW,2024,10550,42567
ITD57,PRI,2024,15313,42567
ITD57,UPP,2024,16704,42567
ITD58,LOW,2015,10704,46140
ITD58,PRI,2015,18164,46140
ITD58,UPP,2015,17272,46140
ITD58,LOW,2016,10831,46494
ITD58,PRI,2016,18185,46494
ITD58,UPP,2016,17478,46494
ITD58,LOW,2017,10946,47045
ITD58,PRI,2017,18308,47045
ITD58,UPP,2017,17791,47045
ITD58,LOW,2018,11137,47362
ITD58,PRI,2018,18205,47362
ITD58,UPP,2018,18020,47362
ITD58,LOW,2019,11227,47567
ITD58,PRI,2019,18062,47567
ITD58,UPP,2019,18278,47567
ITD58,LOW,2020,11398,47688
ITD58,PRI,2020,17808,47688
ITD58,UPP,2020,18482,47688
ITD58,LOW,2021,11290,47856
ITD58,PRI,2021,17508,47856
ITD58,UPP,2021,19058,47856
ITD58,LOW,2022,11306,47686
ITD58,PRI,2022,17101,47686
ITD58,UPP,2022,19279,47686
ITD58,LOW,2023,11299,47521
ITD58,PRI,2023,16790,47521
ITD58,UPP,2023,19432,47521
ITD58,LOW,2024,11299,47346
ITD58,PRI,2024,16358,47346
ITD58,UPP,2024,19689,47346
ITD59,LOW,2015,9329,39762
ITD59,PRI,2015,15889,39762
ITD59,UPP,2015,14544,39762
ITD59,LOW,2016,9262,39928
ITD59,PRI,2016,16087,39928
ITD59,UPP,2016,14579,39928
ITD59,LOW,2017,9375,40219
ITD59,PRI,2017,16249,40219
ITD59,UPP,2017,14595,40219
ITD59,LOW,2018,9513,40484
ITD59,PRI,2018,16137,40484
ITD59,UPP,2018,14834,40484
ITD59,LOW,2019,9761,40459
ITD59,PRI,2019,15846,40459
ITD59,UPP,2019,14852,40459
ITD59,LOW,2020,9950,40510
ITD59,PRI,2020,15564,40510
ITD59,UPP,2020,14996,40510
ITD59,LOW,2021,9980,40545
ITD59,PRI,2021,15228,40545
ITD59,UPP,2021,15337,40545
ITD59,LOW,2022,10032,40442
ITD59,PRI,2022,14868,40442
ITD59,UPP,2022,15542,40442
ITD59,LOW,2023,9892,40360
ITD59,PRI,2023,14746,40360
ITD59,UPP,2023,15722,40360
ITD59,LOW,2024,9759,39855
ITD59,PRI,2024,14289,39855
ITD59,UPP,2024,15807,39855
ITDA,LOW,2015,33717,130137
ITDA,PRI,2015,55130,130137
ITDA,UPP,2015,41290,130137
ITDA,LOW,2016,33893,130106
ITDA,PRI,2016,54706,130106
ITDA,UPP,2016,41507,130106
ITDA,LOW,2017,33909,130032
ITDA,PRI,2017,54746,130032
ITDA,UPP,2017,41377,130032
ITDA,LOW,2018,34087,130036
ITDA,PRI,2018,54659,130036
ITDA,UPP,2018,41290,130036
ITDA,LOW,2019,33977,130289
ITDA,PRI,2019,54774,130289
ITDA,UPP,2019,41538,130289
ITDA,LOW,2020,34141,130240
ITDA,PRI,2020,54372,130240
ITDA,UPP,2020,41727,130240
ITDA,LOW,2021,33924,130468
ITDA,PRI,2021,54030,130468
ITDA,UPP,2021,42514,130468
ITDA,LOW,2022,33844,129645
ITDA,PRI,2022,53453,129645
ITDA,UPP,2022,42348,129645
ITDA,LOW,2023,33753,129514
ITDA,PRI,2023,53303,129514
ITDA,UPP,2023,42458,129514
ITDA,LOW,2024,33755,128716
ITDA,PRI,2024,52605,128716
ITDA,UPP,2024,42356,128716
ITE,LOW,2015,323408,1377984
ITE,PRI,2015,539561,1377984
ITE,UPP,2015,515015,1377984
ITE,LOW,2016,324840,1381730
ITE,PRI,2016,540113,1381730
ITE,UPP,2016,516777,1381730
ITE,LOW,2017,325868,1383455
ITE,PRI,2017,540096,1383455
ITE,UPP,2017,517491,1383455
ITE,LOW,2018,327981,1383369
ITE,PRI,2018,535222,1383369
ITE,UPP,2018,520166,1383369
ITE,LOW,2019,330628,1382217
ITE,PRI,2019,528793,1382217
ITE,UPP,2019,522796,1382217
ITE,LOW,2020,333682,1376982
ITE,PRI,2020,517869,1376982
ITE,UPP,2020,525431,1376982
ITE,LOW,2021,330847,1371598
ITE,PRI,2021,504682,1371598
ITE,UPP,2021,536069,1371598
ITE,LOW,2022,326767,1358166
ITE,PRI,2022,491240,1358166
ITE,UPP,2022,540159,1358166
ITE,LOW,2023,324046,1347353
ITE,PRI,2023,482463,1347353
ITE,UPP,2023,540844,1347353
ITE,LOW,2024,321268,1332053
ITE,PRI,2024,469083,1332053
ITE,UPP,2024,541702,1332053
ITE1,LOW,2015,97951,415653
ITE1,PRI,2015,162111,415653
ITE1,UPP,2015,155591,415653
ITE1,LOW,2016,98654,418565
ITE1,PRI,2016,162386,418565
ITE1,UPP,2016,157525,418565
ITE1,LOW,2017,99349,420786
ITE1,PRI,2017,162335,420786
ITE1,UPP,2017,159102,420786
ITE1,LOW,2018,100108,422553
ITE1,PRI,2018,161332,422553
ITE1,UPP,2018,161113,422553
ITE1,LOW,2019,100877,423177
ITE1,PRI,2019,159478,423177
ITE1,UPP,2019,162822,423177
ITE1,LOW,2020,101877,421554
ITE1,PRI,2020,155994,421554
ITE1,UPP,2020,163683,421554
ITE1,LOW,2021,100906,419476
ITE1,PRI,2021,151736,419476
ITE1,UPP,2021,166834,419476
ITE1,LOW,2022,99617,414840
ITE1,PRI,2022,147211,414840
ITE1,UPP,2022,168012,414840
ITE1,LOW,2023,98465,410290
ITE1,PRI,2023,144476,410290
ITE1,UPP,2023,167349,410290
ITE1,LOW,2024,97823,406018
ITE1,PRI,2024,140727,406018
ITE1,UPP,2024,167468,406018
ITE11,LOW,2015,4697,21279
ITE11,PRI,2015,7824,21279
ITE11,UPP,2015,8758,21279
ITE11,LOW,2016,4585,20939
ITE11,PRI,2016,7752,20939
ITE11,UPP,2016,8602,20939
ITE11,LOW,2017,4576,20863
ITE11,PRI,2017,7651,20863
ITE11,UPP,2017,8636,20863
ITE11,LOW,2018,4626,20734
ITE11,PRI,2018,7507,20734
ITE11,UPP,2018,8601,20734
ITE11,LOW,2019,4662,20587
ITE11,PRI,2019,7463,20587
ITE11,UPP,2019,8462,20587
ITE11,LOW,2020,4713,20290
ITE11,PRI,2020,7195,20290
ITE11,UPP,2020,8382,20290
ITE11,LOW,2021,4606,20172
ITE11,PRI,2021,7052,20172
ITE11,UPP,2021,8514,20172
ITE11,LOW,2022,4568,19728
ITE11,PRI,2022,6740,19728
ITE11,UPP,2022,8420,19728
ITE11,LOW,2023,4456,19434
ITE11,PRI,2023,6515,19434
ITE11,UPP,2023,8463,19434
ITE11,LOW,2024,4487,19153
ITE11,PRI,2024,6340,19153
ITE11,UPP,2024,8326,19153
ITE12,LOW,2015,10235,42597
ITE12,PRI,2015,16816,42597
ITE12,UPP,2015,15546,42597
ITE12,LOW,2016,10164,42603
ITE12,PRI,2016,16777,42603
ITE12,UPP,2016,15662,42603
ITE12,LOW,2017,10257,42510
ITE12,PRI,2017,16657,42510
ITE12,UPP,2017,15596,42510
ITE12,LOW,2018,10267,42463
ITE12,PRI,2018,16415,42463
ITE12,UPP,2018,15781,42463
ITE12,LOW,2019,10423,42508
ITE12,PRI,2019,16246,42508
ITE12,UPP,2019,15839,42508
ITE12,LOW,2020,10520,42431
ITE12,PRI,2020,15800,42431
ITE12,UPP,2020,16111,42431
ITE12,LOW,2021,10338,42288
ITE12,PRI,2021,15444,42288
ITE12,UPP,2021,16506,42288
ITE12,LOW,2022,10290,41944
ITE12,PRI,2022,14870,41944
ITE12,UPP,2022,16784,41944
ITE12,LOW,2023,10015,41793
ITE12,PRI,2023,14702,41793
ITE12,UPP,2023,17076,41793
ITE12,LOW,2024,10055,41409
ITE12,PRI,2024,14214,41409
ITE12,UPP,2024,17140,41409
ITE13,LOW,2015,7746,34102
ITE13,PRI,2015,12809,34102
ITE13,UPP,2015,13547,34102
ITE13,LOW,2016,7776,34410
ITE13,PRI,2016,12836,34410
ITE13,UPP,2016,13798,34410
ITE13,LOW,2017,7834,34735
ITE13,PRI,2017,12933,34735
ITE13,UPP,2017,13968,34735
ITE13,LOW,2018,7970,34827
ITE13,PRI,2018,12982,34827
ITE13,UPP,2018,13875,34827
ITE13,LOW,2019,8103,34889
ITE13,PRI,2019,12827,34889
ITE13,UPP,2019,13959,34889
ITE13,LOW,2020,8333,34704
ITE13,PRI,2020,12490,34704
ITE13,UPP,2020,13881,34704
ITE13,LOW,2021,8198,34487
ITE13,PRI,2021,12222,34487
ITE13,UPP,2021,14067,34487
ITE13,LOW,2022,8064,34230
ITE13,PRI,2022,12015,34230
ITE13,UPP,2022,14151,34230
ITE13,LOW,2023,7998,33710
ITE13,PRI,2023,11615,33710
ITE13,UPP,2023,14097,33710
ITE13,LOW,2024,7996,33507
ITE13,PRI,2024,11389,33507
ITE13,UPP,2024,14122,33507
ITE14,LOW,2015,27163,112796
ITE14,PRI,2015,44390,112796
ITE14,UPP,2015,41243,112796
ITE14,LOW,2016,27472,113822
ITE14,PRI,2016,44331,113822
ITE14,UPP,2016,42019,113822
ITE14,LOW,2017,27614,114189
ITE14,PRI,2017,44197,114189
ITE14,UPP,2017,42378,114189
ITE14,LOW,2018,27650,114678
ITE14,PRI,2018,43977,114678
ITE14,UPP,2018,43051,114678
ITE14,LOW,2019,27549,114750
ITE14,PRI,2019,43539,114750
ITE14,UPP,2019,43662,114750
ITE14,LOW,2020,27653,113948
ITE14,PRI,2020,42667,113948
ITE14,UPP,2020,43628,113948
ITE14,LOW,2021,27344,113088
ITE14,PRI,2021,41610,113088
ITE14,UPP,2021,44134,113088
ITE14,LOW,2022,26949,111029
ITE14,PRI,2022,40213,111029
ITE14,UPP,2022,43867,111029
ITE14,LOW,2023,26576,109683
ITE14,PRI,2023,39567,109683
ITE14,UPP,2023,43540,109683
ITE14,LOW,2024,26462,108620
ITE14,PRI,2024,38705,108620
ITE14,UPP,2024,43453,108620
ITE15,LOW,2015,7463,29907
ITE15,PRI,2015,12147,29907
ITE15,UPP,2015,10297,29907
ITE15,LOW,2016,7500,30516
ITE15,PRI,2016,12563,30516
ITE15,UPP,2016,10453,30516
ITE15,LOW,2017,7804,31238
ITE15,PRI,2017,12713,31238
ITE15,UPP,2017,10721,31238
ITE15,LOW,2018,7945,31774
ITE15,PRI,2018,12749,31774
ITE15,UPP,2018,11080,31774
ITE15,LOW,2019,8252,32185
ITE15,PRI,2019,12623,32185
ITE15,UPP,2019,11310,32185
ITE15,LOW,2020,8325,32507
ITE15,PRI,2020,12369,32507
ITE15,UPP,2020,11813,32507
ITE15,LOW,2021,8243,32779
ITE15,PRI,2021,11800,32779
ITE15,UPP,2021,12736,32779
ITE15,LOW,2022,8049,32487
ITE15,PRI,2022,11346,32487
ITE15,UPP,2022,13092,32487
ITE15,LOW,2023,7940,31994
ITE15,PRI,2023,11170,31994
ITE15,UPP,2023,12884,31994
ITE15,LOW,2024,7808,31676
ITE15,PRI,2024,10888,31676
ITE15,UPP,2024,12980,31676
ITE16,LOW,2015,8525,36252
ITE16,PRI,2015,14188,36252
ITE16,UPP,2015,13539,36252
ITE16,LOW,2016,8637,36365
ITE16,PRI,2016,14159,36365
ITE16,UPP,2016,13569,36365
ITE16,LOW,2017,8588,36675
ITE16,PRI,2017,14227,36675
ITE16,UPP,2017,13860,36675
ITE16,LOW,2018,8730,36746
ITE16,PRI,2018,14011,36746
ITE16,UPP,2018,14005,36746
ITE16,LOW,2019,8792,36848
ITE16,PRI,2019,13804,36848
ITE16,UPP,2019,14252,36848
ITE16,LOW,2020,8866,36749
ITE16,PRI,2020,13566,36749
ITE16,UPP,2020,14317,36749
ITE16,LOW,2021,8792,36619
ITE16,PRI,2021,13124,36619
ITE16,UPP,2021,14703,36619
ITE16,LOW,2022,8585,36337
ITE16,PRI,2022,12747,36337
ITE16,UPP,2022,15005,36337
ITE16,LOW,2023,8531,35767
ITE16,PRI,2023,12438,35767
ITE16,UPP,2023,14798,35767
ITE16,LOW,2024,8424,35274
ITE16,PRI,2024,12068,35274
ITE16,UPP,2024,14782,35274
ITE17,LOW,2015,10872,45516
ITE17,PRI,2015,18607,45516
ITE17,UPP,2015,16037,45516
ITE17,LOW,2016,11064,46229
ITE17,PRI,2016,18667,46229
ITE17,UPP,2016,16498,46229
ITE17,LOW,2017,11184,46628
ITE17,PRI,2017,18830,46628
ITE17,UPP,2017,16614,46628
ITE17,LOW,2018,11417,46929
ITE17,PRI,2018,18772,46929
ITE17,UPP,2018,16740,46929
ITE17,LOW,2019,11428,46948
ITE17,PRI,2019,18577,46948
ITE17,UPP,2019,16943,46948
ITE17,LOW,2020,11666,47083
ITE17,PRI,2020,18256,47083
ITE17,UPP,2020,17161,47083
ITE17,LOW,2021,11744,46957
ITE17,PRI,2021,17894,46957
ITE17,UPP,2021,17319,46957
ITE17,LOW,2022,11808,46889
ITE17,PRI,2022,17509,46889
ITE17,UPP,2022,17572,46889
ITE17,LOW,2023,11654,46667
ITE17,PRI,2023,17267,46667
ITE17,UPP,2023,17746,46667
ITE17,LOW,2024,11484,46187
ITE17,PRI,2024,16803,46187
ITE17,UPP,2024,17900,46187
ITE18,LOW,2015,8971,39756
ITE18,PRI,2015,15021,39756
ITE18,UPP,2015,15764,39756
ITE18,LOW,2016,9093,39942
ITE18,PRI,2016,14874,39942
ITE18,UPP,2016,15975,39942
ITE18,LOW,2017,9048,39953
ITE18,PRI,2017,14745,39953
ITE18,UPP,2017,16160,39953
ITE18,LOW,2018,9041,40124
ITE18,PRI,2018,14667,40124
ITE18,UPP,2018,16416,40124
ITE18,LOW,2019,9078,40226
ITE18,PRI,2019,14470,40226
ITE18,UPP,2019,16678,40226
ITE18,LOW,2020,9084,39894
ITE18,PRI,2020,14163,39894
ITE18,UPP,2020,16647,39894
ITE18,LOW,2021,9057,39594
ITE18,PRI,2021,13729,39594
ITE18,UPP,2021,16808,39594
ITE18,LOW,2022,8848,39007
ITE18,PRI,2022,13335,39007
ITE18,UPP,2022,16824,39007
ITE18,LOW,2023,8834,38598
ITE18,PRI,2023,13142,38598
ITE18,UPP,2023,16622,38598
ITE18,LOW,2024,8761,38201
ITE18,PRI,2024,12769,38201
ITE18,UPP,2024,16671,38201
ITE19,LOW,2015,6808,29597
ITE19,PRI,2015,11428,29597
ITE19,UPP,2015,11361,29597
ITE19,LOW,2016,6842,29756
ITE19,PRI,2016,11456,29756
ITE19,UPP,2016,11458,29756
ITE19,LOW,2017,6896,29867
ITE19,PRI,2017,11507,29867
ITE19,UPP,2017,11464,29867
ITE19,LOW,2018,6962,29927
ITE19,PRI,2018,11408,29927
ITE19,UPP,2018,11557,29927
ITE19,LOW,2019,7051,30028
ITE19,PRI,2019,11272,30028
ITE19,UPP,2019,11705,30028
ITE19,LOW,2020,7090,30085
ITE19,PRI,2020,11168,30085
ITE19,UPP,2020,11827,30085
ITE19,LOW,2021,7077,30057
ITE19,PRI,2021,10914,30057
ITE19,UPP,2021,12066,30057
ITE19,LOW,2022,7019,29894
ITE19,PRI,2022,10683,29894
ITE19,UPP,2022,12192,29894
ITE19,LOW,2023,7048,29742
ITE19,PRI,2023,10467,29742
ITE19,UPP,2023,12227,29742
ITE19,LOW,2024,7058,29530
ITE19,PRI,2024,10181,29530
ITE19,UPP,2024,12291,29530
ITE1A,LOW,2015,5471,23851
ITE1A,PRI,2015,8881,23851
ITE1A,UPP,2015,9499,23851
ITE1A,LOW,2016,5521,23983
ITE1A,PRI,2016,8971,23983
ITE1A,UPP,2016,9491,23983
ITE1A,LOW,2017,5548,24128
ITE1A,PRI,2017,8875,24128
ITE1A,UPP,2017,9705,24128
ITE1A,LOW,2018,5500,24351
ITE1A,PRI,2018,8844,24351
ITE1A,UPP,2018,10007,24351
ITE1A,LOW,2019,5539,24208
ITE1A,PRI,2019,8657,24208
ITE1A,UPP,2019,10012,24208
ITE1A,LOW,2020,5627,23863
ITE1A,PRI,2020,8320,23863
ITE1A,UPP,2020,9916,23863
ITE1A,LOW,2021,5507,23435
ITE1A,PRI,2021,7947,23435
ITE1A,UPP,2021,9981,23435
ITE1A,LOW,2022,5437,23295
ITE1A,PRI,2022,7753,23295
ITE1A,UPP,2022,10105,23295
ITE1A,LOW,2023,5413,22902
ITE1A,PRI,2023,7593,22902
ITE1A,UPP,2023,9896,22902
ITE1A,LOW,2024,5288,22461
ITE1A,PRI,2024,7370,22461
ITE1A,UPP,2024,9803,22461
ITE2,LOW,2015,23349,100110
ITE2,PRI,2015,39495,100110
ITE2,UPP,2015,37266,100110
ITE2,LOW,2016,23490,100247
ITE2,PRI,2016,39312,100247
ITE2,UPP,2016,37445,100247
ITE2,LOW,2017,23654,100133
ITE2,PRI,2017,39007,100133
ITE2,UPP,2017,37472,100133
ITE2,LOW,2018,23873,100078
ITE2,PRI,2018,38522,100078
ITE2,UPP,2018,37683,100078
ITE2,LOW,2019,24126,99652
ITE2,PRI,2019,37838,99652
ITE2,UPP,2019,37688,99652
ITE2,LOW,2020,24286,99256
ITE2,PRI,2020,36956,99256
ITE2,UPP,2020,38014,99256
ITE2,LOW,2021,23874,98821
ITE2,PRI,2021,36097,98821
ITE2,UPP,2021,38850,98821
ITE2,LOW,2022,23404,97743
ITE2,PRI,2022,35017,97743
ITE2,UPP,2022,39322,97743
ITE2,LOW,2023,23141,97081
ITE2,PRI,2023,34420,97081
ITE2,UPP,2023,39520,97081
ITE2,LOW,2024,23005,95602
ITE2,PRI,2024,33106,95602
ITE2,UPP,2024,39491,95602
ITE21,LOW,2015,17637,75723
ITE21,PRI,2015,29879,75723
ITE21,UPP,2015,28207,75723
ITE21,LOW,2016,17792,76142
ITE21,PRI,2016,29920,76142
ITE21,UPP,2016,28430,76142
ITE21,LOW,2017,17961,76113
ITE21,PRI,2017,29676,76113
ITE21,UPP,2017,28476,76113
ITE21,LOW,2018,18098,76219
ITE21,PRI,2018,29367,76219
ITE21,UPP,2018,28754,76219
ITE21,LOW,2019,18293,75955
ITE21,PRI,2019,28931,75955
ITE21,UPP,2019,28731,75955
ITE21,LOW,2020,18483,75762
ITE21,PRI,2020,28263,75762
ITE21,UPP,2020,29016,75762
ITE21,LOW,2021,18251,75461
ITE21,PRI,2021,27592,75461
ITE21,UPP,2021,29618,75461
ITE21,LOW,2022,17920,74788
ITE21,PRI,2022,26877,74788
ITE21,UPP,2022,29991,74788
ITE21,LOW,2023,17720,74332
ITE21,PRI,2023,26436,74332
ITE21,UPP,2023,30176,74332
ITE21,LOW,2024,17556,73227
ITE21,PRI,2024,25518,73227
ITE21,UPP,2024,30153,73227
ITE22,LOW,2015,5712,24387
ITE22,PRI,2015,9616,24387
ITE22,UPP,2015,9059,24387
ITE22,LOW,2016,5698,24105
ITE22,PRI,2016,9392,24105
ITE22,UPP,2016,9015,24105
ITE22,LOW,2017,5693,24020
ITE22,PRI,2017,9331,24020
ITE22,UPP,2017,8996,24020
ITE22,LOW,2018,5775,23859
ITE22,PRI,2018,9155,23859
ITE22,UPP,2018,8929,23859
ITE22,LOW,2019,5833,23697
ITE22,PRI,2019,8907,23697
ITE22,UPP,2019,8957,23697
ITE22,LOW,2020,5803,23494
ITE22,PRI,2020,8693,23494
ITE22,UPP,2020,8998,23494
ITE22,LOW,2021,5623,23360
ITE22,PRI,2021,8505,23360
ITE22,UPP,2021,9232,23360
ITE22,LOW,2022,5484,22955
ITE22,PRI,2022,8140,22955
ITE22,UPP,2022,9331,22955
ITE22,LOW,2023,5421,22749
ITE22,PRI,2023,7984,22749
ITE22,UPP,2023,9344,22749
ITE22,LOW,2024,5449,22375
ITE22,PRI,2024,7588,22375
ITE22,UPP,2024,9338,22375
ITE3,LOW,2015,41484,181112
ITE3,PRI,2015,68330,181112
ITE3,UPP,2015,71298,181112
ITE3,LOW,2016,41485,181380
ITE3,PRI,2016,68537,181380
ITE3,UPP,2016,71358,181380
ITE3,LOW,2017,41317,180571
ITE3,PRI,2017,68173,180571
ITE3,UPP,2017,71081,180571
ITE3,LOW,2018,41516,179869
ITE3,PRI,2018,67727,179869
ITE3,UPP,2018,70626,179869
ITE3,LOW,2019,41551,179035
ITE3,PRI,2019,66870,179035
ITE3,UPP,2019,70614,179035
ITE3,LOW,2020,41858,177953
ITE3,PRI,2020,65417,177953
ITE3,UPP,2020,70678,177953
ITE3,LOW,2021,41880,177093
ITE3,PRI,2021,63478,177093
ITE3,UPP,2021,71735,177093
ITE3,LOW,2022,41514,175226
ITE3,PRI,2022,61814,175226
ITE3,UPP,2022,71898,175226
ITE3,LOW,2023,41337,174247
ITE3,PRI,2023,60716,174247
ITE3,UPP,2023,72194,174247
ITE3,LOW,2024,40574,172198
ITE3,PRI,2024,59190,172198
ITE3,UPP,2024,72434,172198
ITE31,LOW,2015,10023,42389
ITE31,PRI,2015,16620,42389
ITE31,UPP,2015,15746,42389
ITE31,LOW,2016,10066,42694
ITE31,PRI,2016,16633,42694
ITE31,UPP,2016,15995,42694
ITE31,LOW,2017,10147,42716
ITE31,PRI,2017,16461,42716
ITE31,UPP,2017,16108,42716
ITE31,LOW,2018,10200,42898
ITE31,PRI,2018,16492,42898
ITE31,UPP,2018,16206,42898
ITE31,LOW,2019,10227,42735
ITE31,PRI,2019,16283,42735
ITE31,UPP,2019,16225,42735
ITE31,LOW,2020,10219,42528
ITE31,PRI,2020,15945,42528
ITE31,UPP,2020,16364,42528
ITE31,LOW,2021,10179,42336
ITE31,PRI,2021,15536,42336
ITE31,UPP,2021,16621,42336
ITE31,LOW,2022,10093,41957
ITE31,PRI,2022,15054,41957
ITE31,UPP,2022,16810,41957
ITE31,LOW,2023,10122,41603
ITE31,PRI,2023,14623,41603
ITE31,UPP,2023,16858,41603
ITE31,LOW,2024,9914,41102
ITE31,PRI,2024,14248,41102
ITE31,UPP,2024,16940,41102
ITE32,LOW,2015,12881,56301
ITE32,PRI,2015,21510,56301
ITE32,UPP,2015,21910,56301
ITE32,LOW,2016,12931,56352
ITE32,PRI,2016,21721,56352
ITE32,UPP,2016,21700,56352
ITE32,LOW,2017,12864,56554
ITE32,PRI,2017,21742,56554
ITE32,UPP,2017,21948,56554
ITE32,LOW,2018,12891,56142
ITE32,PRI,2018,21605,56142
ITE32,UPP,2018,21646,56142
ITE32,LOW,2019,12979,55993
ITE32,PRI,2019,21301,55993
ITE32,UPP,2019,21713,55993
ITE32,LOW,2020,13260,55717
ITE32,PRI,2020,20646,55717
ITE32,UPP,2020,21811,55717
ITE32,LOW,2021,13448,55317
ITE32,PRI,2021,19913,55317
ITE32,UPP,2021,21956,55317
ITE32,LOW,2022,13283,54579
ITE32,PRI,2022,19379,54579
ITE32,UPP,2022,21917,54579
ITE32,LOW,2023,13121,54208
ITE32,PRI,2023,18988,54208
ITE32,UPP,2023,22099,54208
